file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-components\src\main\java\org\apache\nifi\controller\service\StandardControllerServiceNode.java,org.apache.nifi.controller.service.StandardControllerServiceNode$Anonymous1,anonymous,2,2,0,2,2,1,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-utils\src\test\java\org\apache\nifi\util\TestNaiveSearchRingBuffer.java,org.apache.nifi.util.TestNaiveSearchRingBuffer,class,3,3,0,3,6,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,34,0,2,2,0,0,0,35,10,0,10,2,0,0,0,21,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\minifi\minifi-toolkit\minifi-toolkit-schema\src\main\java\org\apache\nifi\minifi\toolkit\schema\ProvenanceRepositorySchema.java,org.apache.nifi.minifi.toolkit.schema.ProvenanceRepositorySchema,class,2,6,4,2,9,2,0,4,10,0.77777785,0.3611111,0.7777778,9,0,9,0,0,0,9,0,0,0,18,12,12,6,0,0,12,0,0,58,7,0,0,0,0,11,1,25,0,19,0,0,0,0,55,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-cipher-bundle\nifi-cipher-processors\src\test\java\org\apache\nifi\processors\cipher\io\ChannelStreamCallbackTest.java,org.apache.nifi.processors.cipher.io.ChannelStreamCallbackTest$BufferRemainingReadableByteChannel,innerclass,0,0,0,0,3,1,0,1,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-administration\src\main\java\org\apache\nifi\admin\service\entity\EntityProperty.java,org.apache.nifi.admin.service.entity.EntityProperty,interface,0,1,1,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-cluster\src\main\java\org\apache\nifi\cluster\coordination\http\endpoints\AbstractSingleEntityEndpoint.java,org.apache.nifi.cluster.coordination.http.endpoints.AbstractSingleEntityEndpoint,class,5,40,35,5,6,1,0,9,3,0.0,0.0,0.0,3,0,1,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,17,1,1,1,0,0,3,0,3,1,3,1,0,0,0,59,1025,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-expression-language\src\main\java\org\apache\nifi\attribute\expression\language\evaluation\functions\IfElseEvaluator.java,org.apache.nifi.attribute.expression.language.evaluation.functions.IfElseEvaluator,class,5,6,1,5,5,2,0,5,0,0.22222222,1.0,1.0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,21,3,0,1,0,1,0,0,5,0,5,1,0,0,0,18,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-evtx-bundle\nifi-evtx-processors\src\main\java\org\apache\nifi\processors\evtx\parser\bxml\value\WStringTypeNode.java,org.apache.nifi.processors.evtx.parser.bxml.value.WStringTypeNode,class,4,5,1,4,3,4,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,16,1,0,0,0,0,0,2,3,1,2,1,0,0,0,28,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-core\src\test\java\org\apache\nifi\spring\LeaderElectionManagerFactoryBeanTest.java,org.apache.nifi.spring.LeaderElectionManagerFactoryBeanTest,class,13,13,0,13,3,1,0,24,0,0.33333334,1.0,1.0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,4,28,0,0,0,0,0,0,0,7,0,9,0,0,0,0,30,0,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-cluster\src\main\java\org\apache\nifi\cluster\coordination\heartbeat\StandardNodeHeartbeat.java,org.apache.nifi.cluster.coordination.heartbeat.StandardNodeHeartbeat,class,7,10,3,7,10,1,0,10,25,0.7875,0.22222222,1.0,10,1,10,0,0,0,10,0,0,0,8,0,0,8,0,0,8,0,0,49,9,0,0,0,0,0,0,10,0,10,0,0,0,0,32,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\minifi\minifi-bootstrap\src\main\java\org\apache\nifi\minifi\bootstrap\ShutdownHook.java,org.apache.nifi.minifi.bootstrap.ShutdownHook,class,4,6,2,4,2,2,0,8,0,0.16666667,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,1,0,3,0,0,3,0,0,17,0,0,0,0,0,2,0,3,0,3,0,0,0,0,21,1,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-cluster\src\test\java\org\apache\nifi\cluster\coordination\http\endpoints\TestStatusHistoryEndpointMerger.java,org.apache.nifi.cluster.coordination.http.endpoints.TestStatusHistoryEndpointMerger,class,1,1,0,1,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,8,8,0,8,0,0,0,0,24,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-core-api\src\main\java\org\apache\nifi\controller\scheduling\LifecycleStateManager.java,org.apache.nifi.controller.scheduling.LifecycleStateManager,interface,1,5,4,1,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-asana-bundle\nifi-asana-processors\src\main\java\org\apache\nifi\processors\asana\utils\AsanaProjectStatusFetcher.java,org.apache.nifi.processors.asana.utils.AsanaProjectStatusFetcher,class,5,6,1,5,5,3,0,9,0,0.33333334,0.33333334,0.33333334,4,0,3,0,1,0,4,0,0,0,3,1,0,3,0,0,3,0,0,24,2,0,0,0,0,2,0,4,2,4,1,0,0,0,30,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-extension-utils\nifi-migration-utils\src\main\java\org\apache\nifi\migration\ProxyServiceMigration.java,org.apache.nifi.migration.ProxyServiceMigration,class,2,3,1,2,3,1,0,10,1,0.5,NaN,NaN,2,1,1,1,0,0,1,0,0,0,6,6,0,0,0,6,6,0,0,26,0,0,0,0,0,6,0,8,0,11,1,0,0,3,52,17,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-extension-utils\nifi-database-utils\src\main\java\org\apache\nifi\util\db\JdbcCommon.java,org.apache.nifi.util.db.JdbcCommon$AvroConversionOptions$Builder,innerclass,4,4,0,4,8,1,0,2,14,0.75,0.25,1.0,8,0,8,0,0,0,8,0,0,0,7,0,0,7,0,0,0,0,1,40,8,0,0,0,0,0,1,13,0,7,0,0,0,0,49,9,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-cluster\src\test\java\org\apache\nifi\cluster\coordination\http\replication\TestThreadPoolRequestReplicator.java,org.apache.nifi.cluster.coordination.http.replication.TestThreadPoolRequestReplicator$WithReplicator,interface,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-aws-bundle\nifi-aws-processors\src\test\java\org\apache\nifi\processors\aws\kinesis\stream\ITConsumeKinesisStream.java,org.apache.nifi.processors.aws.kinesis.stream.ITConsumeKinesisStream,class,11,14,3,11,11,1,2,36,5,0.7142857,1.0,1.0,7,0,3,4,0,0,3,0,0,0,6,3,0,0,1,5,3,0,9,69,0,0,2,0,0,10,5,19,0,19,2,0,0,0,79,1025,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-client-dto\src\main\java\org\apache\nifi\web\api\entity\ProcessorEntity.java,org.apache.nifi.web.api.entity.ProcessorEntity,class,8,13,5,8,8,3,0,0,20,0.75,0.14285715,0.14285715,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0,0,0,0,30,4,0,0,0,0,3,0,4,0,4,0,0,0,0,51,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\minifi\minifi-nar-bundles\minifi-framework-bundle\minifi-framework\minifi-runtime\src\main\java\org\apache\nifi\minifi\bootstrap\BootstrapListener.java,org.apache.nifi.minifi.bootstrap.BootstrapListener$Listener,innerclass,3,3,0,3,14,1,0,19,0,0.33333334,1.0,1.0,4,0,3,1,0,0,3,0,0,0,3,0,0,3,0,0,2,0,1,71,2,1,1,5,0,6,1,8,2,7,4,0,0,1,52,2,6
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-record-path\src\main\java\org\apache\nifi\record\path\functions\SubstringAfterLast.java,org.apache.nifi.record.path.functions.SubstringAfterLast,class,6,7,1,6,7,2,0,13,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,2,28,5,0,2,0,0,2,2,6,2,8,2,0,0,2,22,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-components\src\test\java\org\apache\nifi\util\ReflectionUtilsTest.java,org.apache.nifi.util.ReflectionUtilsTest$A,innerclass,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1025,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-aws-bundle\nifi-aws-processors\src\main\java\org\apache\nifi\processors\aws\s3\encryption\ServerSideS3EncryptionStrategy.java,org.apache.nifi.processors.aws.s3.encryption.ServerSideS3EncryptionStrategy,class,4,6,2,4,2,1,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-components\src\test\java\org\apache\nifi\util\ReflectionUtilsTest.java,org.apache.nifi.util.ReflectionUtilsTest$E,innerclass,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-components\src\test\java\org\apache\nifi\util\ReflectionUtilsTest.java,org.apache.nifi.util.ReflectionUtilsTest$D,innerclass,1,1,0,1,1,3,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-api\src\main\java\org\apache\nifi\controller\status\analytics\QueryWindow.java,org.apache.nifi.controller.status.analytics.QueryWindow,class,0,2,2,0,8,1,0,0,0,0.375,0.6785714,1.0,8,0,8,0,0,0,8,0,0,0,2,0,0,2,0,0,0,0,0,29,5,0,0,0,0,0,0,4,1,2,0,0,0,0,20,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-components\src\test\java\org\apache\nifi\util\ReflectionUtilsTest.java,org.apache.nifi.util.ReflectionUtilsTest$C,innerclass,1,1,0,1,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-components\src\test\java\org\apache\nifi\util\ReflectionUtilsTest.java,org.apache.nifi.util.ReflectionUtilsTest$B,innerclass,2,2,0,2,1,2,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-expression-language\src\main\java\org\apache\nifi\attribute\expression\language\ValueLookup.java,org.apache.nifi.attribute.expression.language.ValueLookup,class,4,10,6,4,32,1,0,39,75,0.6666667,0.14285715,0.14285715,15,1,13,0,0,2,15,0,1,0,2,0,0,2,0,0,2,0,8,113,16,7,7,0,1,7,0,10,0,13,2,0,0,3,91,16,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-client-dto\src\main\java\org\apache\nifi\web\api\entity\CountersEntity.java,org.apache.nifi.web.api.entity.CountersEntity,class,3,4,1,3,2,2,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,1,0,1,0,1,0,0,0,0,36,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\c2\c2-client-bundle\c2-client-http\src\main\java\org\apache\nifi\c2\client\http\C2RequestCompression.java,org.apache.nifi.c2.client.http.C2RequestCompression$Anonymous2$Anonymous3,anonymous,3,3,0,3,3,1,0,3,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,1,0,0,1,1,0,1,1,0,0,0,14,-1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-client-dto\src\main\java\org\apache\nifi\web\api\entity\ProcessorsRunStatusDetailsEntity.java,org.apache.nifi.web.api.entity.ProcessorsRunStatusDetailsEntity,class,3,4,1,3,2,2,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,1,0,1,0,1,0,0,0,0,9,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-components\src\main\java\org\apache\nifi\registry\flow\mapping\InstantiatedVersionedFunnel.java,org.apache.nifi.registry.flow.mapping.InstantiatedVersionedFunnel,class,2,3,1,2,3,2,0,0,0,0.33333334,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,14,2,0,0,0,0,0,0,2,0,2,0,0,0,0,11,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-components\src\test\java\org\apache\nifi\util\ReflectionUtilsTest.java,org.apache.nifi.util.ReflectionUtilsTest$F,innerclass,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-hl7-query-language\src\main\java\org\apache\nifi\hl7\query\evaluator\literal\IntegerLiteralEvaluator.java,org.apache.nifi.hl7.query.evaluator.literal.IntegerLiteralEvaluator,class,1,2,1,1,2,2,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-parameter\src\main\java\org\apache\nifi\parameter\StartCharacterEscape.java,org.apache.nifi.parameter.StartCharacterEscape,class,2,4,2,2,7,1,0,0,15,0.5714286,0.14285715,0.14285715,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,1,0,0,24,6,0,0,0,0,2,1,1,1,1,0,0,0,0,18,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-aws-bundle\nifi-aws-abstract-processors\src\main\java\org\apache\nifi\processors\aws\wag\client\GenericApiGatewayRequest.java,org.apache.nifi.processors.aws.wag.client.GenericApiGatewayRequest,class,1,5,4,1,6,1,0,0,5,0.6666667,0.33333334,1.0,6,0,6,0,0,0,6,0,0,0,5,0,0,5,0,0,5,0,0,29,5,0,0,0,0,0,0,5,0,5,0,0,0,0,20,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-manifest\nifi-runtime-manifest-core\src\main\java\org\apache\nifi\runtime\manifest\impl\RuntimeManifestGenerator.java,org.apache.nifi.runtime.manifest.impl.RuntimeManifestGenerator,class,18,19,1,18,13,1,0,45,1,0.7361111,0.33333334,0.33333334,6,1,3,3,0,0,3,0,0,0,12,8,0,12,0,0,12,0,5,98,4,2,4,3,0,14,5,45,2,44,3,0,0,0,109,1,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-client-dto\src\main\java\org\apache\nifi\web\api\dto\BulletinDTO.java,org.apache.nifi.web.api.dto.BulletinDTO,class,4,4,0,4,20,1,0,0,170,0.9,0.05263158,0.05263158,20,0,20,0,0,0,20,0,0,0,10,0,0,10,0,0,0,0,0,72,10,0,0,0,0,12,0,10,0,10,0,0,0,0,56,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-client-dto\src\main\java\org\apache\nifi\web\api\entity\ComponentValidationResultsEntity.java,org.apache.nifi.web.api.entity.ComponentValidationResultsEntity,class,4,5,1,4,2,2,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,15,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-evtx-bundle\nifi-evtx-processors\src\main\java\org\apache\nifi\processors\evtx\parser\bxml\value\FloatTypeNode.java,org.apache.nifi.processors.evtx.parser.bxml.value.FloatTypeNode,class,5,6,1,5,2,4,0,4,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,2,11,1,0,0,0,0,0,0,2,0,2,0,0,0,0,21,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-extension-utils\nifi-listed-entity\src\test\java\org\apache\nifi\processor\util\list\TestAbstractListProcessor.java,org.apache.nifi.processor.util.list.TestAbstractListProcessor$ConcreteListProcessor$Anonymous1,anonymous,2,2,0,2,5,1,0,2,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,0,4,1,1,0,1,0,0,0,0,14,-1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-client-dto\src\main\java\org\apache\nifi\web\api\entity\InputPortsEntity.java,org.apache.nifi.web.api.entity.InputPortsEntity,class,3,4,1,3,2,2,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,1,0,1,0,1,0,0,0,0,32,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-core\src\main\java\org\apache\nifi\controller\repository\BatchingSessionFactory.java,org.apache.nifi.controller.repository.BatchingSessionFactory,class,6,8,2,6,2,1,0,1,0,0.5,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,2,0,0,167,1,0,0,0,0,0,0,2,0,2,0,0,1,0,12,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-xml-processing\src\main\java\org\apache\nifi\xml\processing\validation\SchemaValidator.java,org.apache.nifi.xml.processing.validation.SchemaValidator,interface,0,1,1,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-mock\src\test\java\org\apache\nifi\util\TestMockProcessContext.java,org.apache.nifi.util.TestMockProcessContext$DummyProcessor,innerclass,5,5,0,5,6,2,0,8,4,0.6875,0.16666667,0.16666667,4,0,3,0,1,0,4,0,0,0,4,3,0,1,0,3,4,0,0,26,2,0,2,0,1,4,3,8,1,7,1,0,0,0,45,10,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-expression-language\src\main\java\org\apache\nifi\attribute\expression\language\evaluation\functions\MinusEvaluator.java,org.apache.nifi.attribute.expression.language.evaluation.functions.MinusEvaluator,class,5,6,1,5,7,2,0,4,0,0.16666667,1.0,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,29,4,0,2,0,0,0,0,6,2,5,1,0,0,0,17,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-client-dto\src\main\java\org\apache\nifi\web\api\dto\PortDTO.java,org.apache.nifi.web.api.dto.PortDTO,class,3,5,2,3,18,2,0,0,135,0.8888889,0.05882353,0.05882353,18,0,18,0,0,0,18,0,0,0,9,0,0,9,0,0,0,0,0,65,9,0,0,0,0,13,0,9,0,9,0,0,0,0,85,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-components\src\main\java\org\apache\nifi\controller\repository\metrics\NanoTimePerformanceTracker.java,org.apache.nifi.controller.repository.metrics.NanoTimePerformanceTracker,class,2,2,0,2,9,1,0,3,18,0.6666667,0.25,0.25,9,0,9,0,0,0,9,0,0,0,3,0,0,3,0,0,3,0,0,49,3,0,0,0,0,0,0,3,0,3,0,0,1,0,16,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-expression-language\src\main\java\org\apache\nifi\attribute\expression\language\evaluation\functions\ReplaceAllEvaluator.java,org.apache.nifi.attribute.expression.language.evaluation.functions.ReplaceAllEvaluator,class,5,6,1,5,4,2,0,3,0,0.22222222,1.0,1.0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,22,3,0,1,0,0,0,0,6,0,6,1,0,0,0,17,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-extension-utils\nifi-syslog-utils\src\main\java\org\apache\nifi\syslog\parsers\SyslogParser.java,org.apache.nifi.syslog.parsers.SyslogParser,class,4,6,2,4,21,1,0,29,9,0.8333333,0.14285715,0.14285715,6,0,6,0,0,0,7,0,0,0,9,8,8,1,0,0,8,0,6,84,6,2,11,0,0,15,14,22,6,21,3,0,0,0,77,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-asana-bundle\nifi-asana-processors\src\main\java\org\apache\nifi\processors\asana\utils\AsanaObject.java,org.apache.nifi.processors.asana.utils.AsanaObject,class,2,26,24,2,9,1,0,4,0,0.4375,0.75,1.0,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0,4,0,7,38,6,0,0,0,0,0,0,4,0,4,1,0,0,0,14,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-extension-utils\nifi-event-transport\src\main\java\org\apache\nifi\event\transport\netty\codec\InputStreamMessageEncoder.java,org.apache.nifi.event.transport.netty.codec.InputStreamMessageEncoder,class,5,6,1,5,2,2,0,3,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,2,1,0,0,0,34,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer\src\main\java\org\apache\nifi\authorization\FileUserGroupProvider.java,org.apache.nifi.authorization.FileUserGroupProvider$Anonymous1,anonymous,2,2,0,2,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-client-dto\src\main\java\org\apache\nifi\web\api\entity\ProcessorDiagnosticsEntity.java,org.apache.nifi.web.api.entity.ProcessorDiagnosticsEntity,class,5,6,1,5,2,3,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,12,1,0
